age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
20.00,Male,Health,2.39,TikTok,67.00,4.77,2.85,2.77,6.00,6.25,0.00,8.00,TRUE,FALSE,4.00,24.00,20.41,1.88
55.00,Male,Education,4.31,Instagram,75.00,5.54,2.16,2.22,5.00,5.94,1.79,10.00,TRUE,TRUE,4.00,4.00,0.32,1.76
40.00,Male,Education,4.05,Instagram,55.00,6.79,7.23,7.42,1.00,7.22,0.06,4.00,TRUE,FALSE,5.00,25.00,27.51,7.53
30.00,Male,Education,4.85,TikTok,69.00,9.53,5.97,6.70,10.00,6.73,0.51,8.00,FALSE,FALSE,1.00,9.00,3.43,6.59
38.00,Male,Unemployed,3.44,Telegram,63.00,4.94,5.07,4.74,6.00,4.07,,8.00,FALSE,FALSE,2.00,19.00,14.15,3.71
58.00,Male,Unemployed,2.16,TikTok,62.00,7.82,7.70,6.79,4.00,5.18,1.02,0.00,FALSE,FALSE,3.00,22.00,21.25,7.49
25.00,Other,IT,2.72,Telegram,62.00,6.31,4.26,4.28,4.00,6.63,1.08,2.00,FALSE,TRUE,3.00,30.00,5.92,3.66
33.00,Male,Student,5.95,Telegram,66.00,5.12,4.33,4.05,8.00,5.27,0.00,3.00,FALSE,FALSE,4.00,0.00,8.39,5.95
45.00,Female,Unemployed,3.97,TikTok,67.00,7.86,7.71,7.50,8.00,5.96,0.06,5.00,TRUE,FALSE,1.00,0.00,21.13,7.72
33.00,Male,IT,1.03,Instagram,76.00,10.09,5.04,4.34,5.00,7.40,0.01,7.00,TRUE,FALSE,4.00,25.00,20.25,6.04
63.00,Female,Student,1.07,Telegram,61.00,2.20,8.18,8.22,10.00,6.65,1.69,3.00,TRUE,FALSE,1.00,15.00,13.35,7.36
31.00,Female,Health,3.17,Telegram,46.00,3.33,4.17,3.68,9.00,5.86,1.24,5.00,FALSE,TRUE,5.00,0.00,12.15,2.22
63.00,Male,Finance,2.53,Instagram,61.00,10.78,3.44,3.01,7.00,5.45,0.08,5.00,FALSE,FALSE,4.00,12.00,7.46,3.27
37.00,Male,IT,0.00,Telegram,56.00,4.85,2.20,1.97,6.00,8.49,0.00,10.00,TRUE,FALSE,2.00,4.00,3.87,0.22
65.00,Female,IT,4.57,TikTok,74.00,4.69,2.22,3.11,2.00,6.36,0.84,2.00,FALSE,FALSE,2.00,21.00,0.00,3.22
58.00,Male,Student,3.15,Facebook,61.00,6.60,5.78,3.67,2.00,5.96,0.00,0.00,TRUE,FALSE,0.00,31.00,0.78,4.75
51.00,Male,Finance,1.47,Instagram,59.00,7.44,3.92,2.90,1.00,8.66,2.38,7.00,FALSE,FALSE,0.00,15.00,3.45,2.36
20.00,Male,IT,5.49,Instagram,73.00,3.18,4.53,3.78,9.00,9.18,0.23,4.00,FALSE,TRUE,5.00,4.00,10.17,5.01
37.00,Male,Unemployed,3.54,TikTok,48.00,5.06,7.79,6.98,9.00,6.38,1.39,1.00,TRUE,FALSE,0.00,6.00,10.00,6.56
27.00,Female,Student,0.31,TikTok,71.00,7.33,6.28,6.11,4.00,7.27,1.32,7.00,FALSE,TRUE,0.00,12.00,1.16,6.90
34.00,Female,Education,5.17,Facebook,64.00,5.71,3.77,2.95,10.00,6.90,1.91,3.00,FALSE,FALSE,3.00,12.00,9.09,1.44
23.00,Male,IT,5.23,Facebook,69.00,6.58,2.83,1.89,2.00,5.13,,3.00,TRUE,FALSE,5.00,28.00,19.69,2.24
56.00,Female,Health,3.78,Telegram,53.00,6.78,8.03,7.32,4.00,4.98,0.51,0.00,FALSE,FALSE,1.00,22.00,10.40,7.96
26.00,Female,Health,3.90,Telegram,61.00,5.10,2.72,2.15,3.00,5.59,1.26,10.00,TRUE,FALSE,2.00,7.00,3.57,1.48
42.00,Male,Finance,0.80,TikTok,67.00,6.19,8.90,7.25,6.00,6.67,0.81,1.00,FALSE,TRUE,4.00,21.00,11.65,9.63
59.00,Female,Student,1.10,Instagram,51.00,5.65,2.91,2.58,9.00,9.13,0.49,9.00,TRUE,FALSE,1.00,2.00,3.45,0.00
21.00,Female,Education,6.20,Twitter,52.00,7.83,2.94,1.72,5.00,4.08,0.00,7.00,TRUE,TRUE,3.00,10.00,23.63,0.32
37.00,Female,IT,4.37,Telegram,41.00,6.54,2.91,1.80,5.00,7.95,0.28,2.00,TRUE,FALSE,1.00,27.00,33.69,4.27
45.00,Female,IT,4.22,TikTok,47.00,4.12,5.24,4.81,7.00,7.94,0.89,7.00,FALSE,FALSE,2.00,24.00,6.25,3.99
18.00,Male,Unemployed,7.89,Twitter,69.00,4.44,3.13,2.53,9.00,7.00,0.56,6.00,FALSE,FALSE,3.00,23.00,12.31,1.44
57.00,Female,Health,3.98,TikTok,65.00,6.14,3.65,3.84,6.00,6.33,0.95,2.00,FALSE,FALSE,1.00,23.00,14.89,4.12
61.00,Female,IT,2.37,TikTok,51.00,4.24,4.74,3.11,8.00,7.16,0.75,9.00,FALSE,FALSE,1.00,12.00,12.35,
40.00,Female,Education,2.71,TikTok,51.00,9.61,4.07,4.43,6.00,4.32,1.50,5.00,FALSE,FALSE,1.00,25.00,2.47,3.33
33.00,Male,Unemployed,3.73,TikTok,67.00,3.33,8.55,8.04,6.00,7.24,0.00,6.00,FALSE,TRUE,3.00,9.00,15.55,
43.00,Male,IT,3.84,Twitter,55.00,7.48,6.88,5.16,5.00,5.70,0.81,7.00,FALSE,FALSE,1.00,17.00,21.32,
18.00,Male,Student,0.00,TikTok,59.00,5.52,5.60,4.14,5.00,7.60,0.00,10.00,FALSE,TRUE,3.00,5.00,30.61,3.65
33.00,Male,Education,5.32,TikTok,63.00,5.30,4.48,3.97,3.00,7.24,1.04,3.00,FALSE,FALSE,0.00,18.00,14.40,3.87
27.00,Female,Health,3.48,Twitter,64.00,6.93,5.33,4.28,1.00,8.58,0.27,2.00,TRUE,FALSE,3.00,14.00,7.31,2.85
55.00,Female,Education,3.17,Facebook,62.00,9.69,5.98,4.97,2.00,3.49,0.72,1.00,FALSE,FALSE,3.00,16.00,1.20,4.66
27.00,Female,Student,3.08,Instagram,68.00,6.66,8.04,7.27,9.00,6.98,1.20,3.00,TRUE,FALSE,1.00,2.00,10.18,7.63
51.00,Female,Education,12.28,Facebook,67.00,4.95,3.26,2.79,6.00,6.62,0.96,10.00,FALSE,FALSE,3.00,6.00,6.87,1.61
23.00,Female,Unemployed,2.45,Facebook,70.00,6.75,3.62,3.18,8.00,6.68,1.13,10.00,FALSE,FALSE,4.00,12.00,19.16,4.49
45.00,Male,IT,0.00,Telegram,61.00,5.59,2.33,2.31,6.00,6.43,2.11,4.00,TRUE,FALSE,1.00,13.00,10.16,2.87
30.00,Male,Student,2.55,Twitter,63.00,3.58,7.64,7.79,4.00,3.30,0.93,1.00,FALSE,FALSE,4.00,16.00,17.04,
29.00,Male,Education,6.34,Instagram,62.00,9.98,7.83,6.68,9.00,7.00,0.54,7.00,FALSE,FALSE,1.00,0.00,6.48,5.83
57.00,Female,IT,4.05,Twitter,59.00,8.67,7.62,6.16,9.00,5.29,2.10,9.00,FALSE,FALSE,3.00,7.00,5.95,6.88
25.00,Male,Student,3.47,Twitter,68.00,7.71,8.08,7.13,10.00,5.67,0.74,3.00,FALSE,FALSE,2.00,15.00,10.76,6.63
59.00,Male,Finance,3.43,Twitter,55.00,5.65,2.55,3.19,5.00,6.72,0.41,8.00,TRUE,FALSE,5.00,5.00,19.92,3.19
26.00,Female,Health,4.78,Telegram,66.00,4.26,2.38,2.99,3.00,6.04,,4.00,FALSE,FALSE,0.00,4.00,10.90,1.96
25.00,Female,IT,2.06,Facebook,60.00,4.90,7.27,5.78,6.00,5.35,1.73,8.00,TRUE,FALSE,2.00,21.00,0.00,4.62
20.00,Female,Unemployed,4.33,Twitter,54.00,6.24,8.93,7.75,8.00,5.51,0.29,1.00,FALSE,FALSE,1.00,2.00,12.39,6.05
30.00,Male,Student,2.51,TikTok,57.00,7.92,4.34,3.13,1.00,6.74,0.44,3.00,FALSE,FALSE,2.00,24.00,3.43,
26.00,Other,Health,1.05,Instagram,64.00,3.47,5.27,4.91,1.00,4.55,0.00,2.00,FALSE,FALSE,2.00,27.00,7.96,6.93
48.00,Male,Unemployed,0.31,Telegram,62.00,8.44,7.25,6.26,4.00,7.39,1.77,9.00,FALSE,FALSE,1.00,10.00,27.72,5.61
42.00,Female,Unemployed,7.05,Telegram,50.00,9.58,4.68,3.73,10.00,6.91,1.46,4.00,FALSE,FALSE,0.00,6.00,1.71,4.79
25.00,Male,Student,1.85,Twitter,44.00,10.58,5.48,5.26,9.00,4.49,0.82,7.00,FALSE,FALSE,1.00,27.00,0.00,5.23
64.00,Female,Student,5.12,Telegram,55.00,3.44,5.50,5.56,6.00,6.45,1.51,8.00,FALSE,FALSE,2.00,1.00,23.50,6.40
48.00,Other,IT,15.82,Twitter,63.00,3.31,2.88,3.48,6.00,7.79,,2.00,FALSE,FALSE,0.00,0.00,18.14,3.52
62.00,Male,Education,2.66,Twitter,58.00,5.49,3.48,3.08,8.00,6.69,1.52,10.00,FALSE,FALSE,2.00,22.00,26.88,2.63
62.00,Male,Health,0.63,Twitter,55.00,5.08,7.02,6.63,10.00,5.14,0.00,10.00,TRUE,TRUE,1.00,0.00,0.00,8.28
48.00,Female,Finance,5.40,Instagram,67.00,2.97,8.93,8.12,8.00,6.72,1.62,4.00,TRUE,FALSE,1.00,30.00,15.57,9.68
34.00,Male,Student,2.82,Facebook,55.00,5.13,7.71,7.87,8.00,5.46,0.92,8.00,FALSE,TRUE,1.00,9.00,12.51,7.92
20.00,Male,IT,6.33,TikTok,52.00,7.91,7.82,7.61,3.00,4.52,1.87,6.00,TRUE,FALSE,1.00,7.00,5.91,4.85
63.00,Female,Health,5.08,Instagram,57.00,5.31,8.48,7.37,5.00,4.54,0.95,5.00,TRUE,FALSE,2.00,7.00,14.32,7.45
47.00,Female,Education,2.35,Twitter,58.00,6.18,2.76,2.15,5.00,7.24,0.16,4.00,TRUE,FALSE,1.00,23.00,16.17,2.35
27.00,Male,Education,8.32,Twitter,66.00,10.01,3.70,4.05,1.00,4.38,0.42,7.00,FALSE,TRUE,0.00,19.00,0.00,3.24
57.00,Male,Health,0.07,TikTok,50.00,6.63,8.79,8.47,6.00,4.68,0.80,5.00,FALSE,FALSE,0.00,2.00,16.99,8.98
40.00,Female,Health,4.26,Telegram,66.00,5.58,8.81,7.56,2.00,8.53,1.90,0.00,FALSE,FALSE,3.00,5.00,0.00,7.73
26.00,Male,Student,1.70,Telegram,58.00,7.05,5.13,4.86,4.00,6.50,1.19,6.00,TRUE,FALSE,1.00,3.00,12.36,
41.00,Female,Health,4.02,Twitter,63.00,7.15,6.88,7.19,8.00,7.30,0.83,5.00,FALSE,FALSE,0.00,24.00,5.96,6.14
42.00,Male,Finance,0.07,Instagram,71.00,8.87,4.69,4.63,6.00,8.01,1.82,0.00,FALSE,FALSE,2.00,29.00,16.19,2.15
42.00,Female,Finance,3.46,Instagram,58.00,9.99,3.72,3.81,1.00,6.27,1.46,10.00,TRUE,TRUE,5.00,12.00,10.75,3.17
64.00,Female,Health,7.71,Twitter,61.00,7.25,3.11,2.79,4.00,5.32,1.03,9.00,TRUE,FALSE,0.00,0.00,23.61,1.98
29.00,Female,Education,0.67,Telegram,59.00,9.03,7.34,6.42,9.00,9.36,1.39,4.00,TRUE,TRUE,2.00,11.00,16.20,8.16
45.00,Female,Student,1.73,Twitter,53.00,6.31,3.13,2.74,4.00,5.34,1.56,2.00,TRUE,FALSE,2.00,28.00,18.30,2.58
25.00,Female,Student,3.16,Instagram,63.00,9.11,2.63,1.62,8.00,7.01,1.26,3.00,FALSE,FALSE,2.00,27.00,7.40,2.35
64.00,Male,Unemployed,0.00,Instagram,59.00,6.09,3.89,3.54,7.00,4.23,1.44,7.00,FALSE,FALSE,3.00,5.00,12.12,
53.00,Female,IT,1.27,Telegram,54.00,8.56,7.71,6.48,3.00,5.57,,3.00,TRUE,FALSE,2.00,27.00,12.53,6.44
26.00,Male,IT,1.10,Instagram,56.00,5.78,6.10,5.47,3.00,7.43,1.07,6.00,FALSE,FALSE,2.00,18.00,0.32,3.32
58.00,Male,Finance,3.33,Twitter,56.00,7.83,7.10,6.51,9.00,8.02,2.34,8.00,FALSE,FALSE,1.00,18.00,18.13,7.30
25.00,Female,Student,2.22,TikTok,69.00,5.90,2.00,1.65,7.00,7.27,0.18,0.00,FALSE,FALSE,3.00,2.00,5.76,1.24
20.00,Male,IT,0.64,Telegram,59.00,5.82,7.11,5.90,2.00,8.35,0.85,2.00,TRUE,FALSE,1.00,27.00,5.29,6.45
35.00,Male,Education,4.04,Twitter,56.00,6.89,4.04,3.32,3.00,5.24,1.12,10.00,FALSE,TRUE,3.00,27.00,10.86,3.45
63.00,Male,Health,3.96,TikTok,61.00,9.21,8.33,6.85,8.00,7.09,1.58,1.00,FALSE,TRUE,2.00,29.00,9.39,5.72
52.00,Male,Education,3.62,Twitter,56.00,6.63,3.82,3.79,1.00,6.66,0.87,4.00,FALSE,FALSE,4.00,27.00,0.00,4.11
34.00,Other,Student,0.00,Instagram,53.00,3.68,6.03,6.05,5.00,7.73,1.63,9.00,FALSE,TRUE,4.00,0.00,5.31,
32.00,Other,Education,2.44,Instagram,49.00,7.51,5.49,3.99,6.00,5.89,0.61,2.00,FALSE,TRUE,0.00,1.00,16.90,3.07
36.00,Male,Unemployed,4.49,TikTok,58.00,7.38,7.18,5.87,9.00,7.37,1.44,4.00,FALSE,FALSE,0.00,1.00,20.68,4.19
39.00,Female,IT,1.10,TikTok,46.00,6.95,6.42,5.81,9.00,6.89,0.72,2.00,TRUE,FALSE,2.00,26.00,16.34,4.18
64.00,Female,Finance,1.95,Twitter,72.00,10.40,4.27,3.47,1.00,7.93,,0.00,FALSE,FALSE,4.00,25.00,11.64,3.14
24.00,Male,Education,2.97,TikTok,55.00,8.75,7.34,6.99,4.00,4.66,0.00,0.00,FALSE,FALSE,1.00,23.00,20.48,6.85
54.00,Male,Education,1.72,Twitter,53.00,7.91,6.81,6.21,2.00,5.95,1.60,10.00,TRUE,FALSE,2.00,26.00,4.13,6.28
28.00,Male,Student,5.46,TikTok,66.00,4.99,4.24,4.17,10.00,4.90,0.37,9.00,FALSE,FALSE,4.00,17.00,12.12,2.33
39.00,Female,Education,1.04,Facebook,59.00,7.20,8.94,7.67,9.00,6.72,0.13,5.00,FALSE,FALSE,2.00,25.00,10.63,7.34
65.00,Male,Education,3.59,Telegram,59.00,7.67,6.94,6.54,5.00,7.48,1.59,8.00,FALSE,FALSE,2.00,1.00,12.38,6.13
53.00,Male,Student,2.45,Telegram,59.00,8.07,4.23,4.26,5.00,5.62,0.55,8.00,TRUE,FALSE,1.00,28.00,20.57,4.78
22.00,Female,Unemployed,5.57,Telegram,63.00,2.98,3.62,3.83,9.00,8.15,0.86,0.00,TRUE,TRUE,2.00,15.00,0.00,3.09
23.00,Female,Student,1.50,Instagram,56.00,5.17,4.81,4.65,1.00,8.17,1.44,9.00,FALSE,TRUE,3.00,27.00,10.47,
27.00,Female,IT,3.56,TikTok,57.00,7.49,5.93,5.13,5.00,6.36,,10.00,FALSE,FALSE,0.00,2.00,12.68,6.69
57.00,Female,Student,0.94,Facebook,61.00,4.52,4.59,4.68,2.00,6.08,0.00,5.00,TRUE,FALSE,1.00,28.00,13.53,5.26
63.00,Male,IT,3.31,Facebook,64.00,7.04,6.99,6.76,6.00,6.73,0.37,6.00,FALSE,FALSE,1.00,13.00,4.13,7.67
63.00,Male,Health,2.10,Telegram,47.00,7.30,7.00,6.67,6.00,6.11,0.00,0.00,FALSE,TRUE,1.00,24.00,5.78,6.00
40.00,Male,Education,3.75,Instagram,69.00,4.63,4.52,3.85,8.00,3.05,1.30,3.00,FALSE,FALSE,3.00,9.00,2.52,4.32
18.00,Female,IT,3.07,TikTok,67.00,3.01,2.23,2.40,1.00,9.37,1.04,10.00,FALSE,FALSE,1.00,31.00,13.34,2.78
46.00,Female,Student,5.90,TikTok,50.00,7.93,2.05,2.50,6.00,5.44,1.62,0.00,FALSE,FALSE,2.00,25.00,0.00,2.89
26.00,Male,IT,4.03,Instagram,59.00,7.47,2.22,1.26,3.00,5.81,1.60,3.00,FALSE,TRUE,0.00,0.00,7.68,0.40
39.00,Female,Health,4.77,Instagram,59.00,7.73,7.40,7.28,9.00,6.10,1.59,7.00,FALSE,FALSE,3.00,12.00,1.48,6.98
19.00,Female,Education,0.89,Telegram,67.00,5.63,6.82,5.12,6.00,5.40,1.77,10.00,TRUE,FALSE,2.00,5.00,12.55,4.26
57.00,Male,Education,0.31,Instagram,44.00,7.30,3.51,3.44,5.00,5.99,1.43,2.00,FALSE,FALSE,2.00,24.00,13.41,2.76
30.00,Female,IT,2.15,Facebook,50.00,6.04,5.24,4.42,1.00,7.94,0.61,1.00,FALSE,TRUE,1.00,15.00,14.45,
50.00,Male,Unemployed,2.99,Instagram,53.00,3.61,5.85,4.82,7.00,6.77,,9.00,TRUE,FALSE,2.00,2.00,9.53,6.10
50.00,Female,Unemployed,3.89,Twitter,68.00,9.93,5.37,5.22,6.00,7.51,1.03,8.00,FALSE,FALSE,4.00,13.00,0.00,5.99
27.00,Female,Finance,1.39,Telegram,59.00,7.26,7.01,6.31,3.00,4.20,0.00,6.00,TRUE,FALSE,4.00,7.00,17.08,5.73
18.00,Male,Finance,3.11,TikTok,56.00,8.51,5.52,4.62,7.00,6.16,2.67,1.00,TRUE,FALSE,3.00,9.00,16.27,5.16
60.00,Male,Health,2.17,Twitter,70.00,11.61,8.43,7.19,9.00,5.57,1.38,8.00,FALSE,FALSE,2.00,1.00,15.85,6.67
46.00,Male,Education,0.79,Telegram,41.00,5.67,3.97,3.56,10.00,4.54,0.54,5.00,TRUE,FALSE,0.00,15.00,16.91,4.40
21.00,Female,Unemployed,4.72,Twitter,54.00,7.05,7.54,6.02,1.00,6.22,1.53,3.00,FALSE,FALSE,0.00,5.00,0.00,7.39
46.00,Female,Student,3.90,Instagram,67.00,5.57,3.58,2.81,4.00,8.04,,7.00,FALSE,FALSE,2.00,4.00,9.94,1.85
24.00,Other,Unemployed,1.71,Twitter,58.00,6.88,3.11,2.64,1.00,7.34,1.23,3.00,FALSE,FALSE,3.00,5.00,4.70,2.20
30.00,Male,Student,1.94,Instagram,55.00,7.31,4.30,4.02,7.00,6.57,1.05,6.00,FALSE,FALSE,4.00,26.00,13.62,2.80
22.00,Male,Unemployed,0.24,TikTok,68.00,8.85,6.54,6.33,7.00,7.33,1.25,7.00,FALSE,FALSE,3.00,1.00,6.55,6.85
51.00,Male,Finance,3.43,Facebook,58.00,6.63,4.01,3.77,3.00,5.14,0.62,6.00,TRUE,FALSE,1.00,6.00,10.68,
45.00,Male,Student,0.32,TikTok,65.00,5.44,2.03,2.02,4.00,5.27,0.09,2.00,FALSE,FALSE,1.00,5.00,10.00,2.91
63.00,Male,Education,4.35,Facebook,74.00,9.43,2.34,1.80,6.00,9.36,1.08,6.00,TRUE,FALSE,2.00,23.00,8.78,1.40
27.00,Male,IT,6.07,TikTok,55.00,7.25,3.34,3.72,7.00,3.00,1.05,8.00,TRUE,FALSE,2.00,26.00,8.80,3.05
42.00,Male,Finance,3.48,Telegram,68.00,4.31,8.88,8.35,4.00,6.38,1.61,3.00,FALSE,FALSE,2.00,3.00,0.00,7.62
44.00,Female,IT,3.18,Twitter,63.00,9.35,6.81,6.06,3.00,5.36,1.77,10.00,FALSE,FALSE,1.00,7.00,3.76,7.37
31.00,Female,Health,1.44,Facebook,60.00,10.09,3.63,3.39,9.00,6.34,0.44,1.00,TRUE,TRUE,1.00,5.00,17.88,3.06
49.00,Female,Student,2.62,Instagram,69.00,7.61,7.83,6.97,1.00,7.83,1.90,6.00,FALSE,TRUE,3.00,15.00,6.46,6.86
40.00,Male,Health,1.97,Telegram,60.00,8.27,7.89,6.68,8.00,6.65,0.85,1.00,FALSE,FALSE,1.00,29.00,2.28,5.18
57.00,Male,Finance,4.94,Telegram,59.00,9.42,5.87,5.54,10.00,7.68,0.59,9.00,FALSE,FALSE,2.00,4.00,16.58,5.80
54.00,Female,Health,0.00,Instagram,69.00,10.92,2.26,1.73,1.00,5.32,1.13,5.00,FALSE,FALSE,4.00,30.00,10.19,1.50
30.00,Female,Unemployed,1.02,TikTok,71.00,6.45,6.34,6.09,7.00,6.95,1.10,10.00,TRUE,FALSE,2.00,18.00,3.14,6.20
51.00,Other,Student,4.52,Telegram,58.00,8.98,4.56,3.86,6.00,4.31,1.60,8.00,FALSE,FALSE,4.00,2.00,15.33,1.20
41.00,Female,Finance,2.59,TikTok,72.00,6.04,2.55,2.58,3.00,4.84,0.37,8.00,FALSE,TRUE,1.00,25.00,4.00,1.66
18.00,Male,IT,1.33,Instagram,46.00,6.23,4.66,2.88,2.00,8.15,1.34,1.00,TRUE,TRUE,2.00,29.00,21.98,4.37
29.00,Female,Finance,4.84,Instagram,50.00,5.97,4.16,3.53,1.00,8.45,1.06,5.00,FALSE,FALSE,3.00,15.00,11.55,5.14
25.00,Male,Finance,4.17,Telegram,70.00,8.46,7.21,6.42,2.00,10.00,1.05,2.00,FALSE,FALSE,2.00,30.00,3.94,6.44
36.00,Female,Finance,3.09,Telegram,45.00,6.12,6.30,6.28,1.00,5.84,0.30,9.00,TRUE,FALSE,1.00,24.00,24.29,
31.00,Male,Student,0.00,Facebook,50.00,8.43,5.67,5.09,7.00,8.07,1.75,5.00,FALSE,FALSE,1.00,12.00,12.77,
44.00,Female,Student,15.07,Telegram,60.00,5.86,2.10,2.32,2.00,7.36,3.00,4.00,TRUE,FALSE,0.00,24.00,0.00,1.74
35.00,Male,Education,3.42,Twitter,58.00,8.27,2.72,2.22,8.00,6.88,1.73,0.00,FALSE,TRUE,1.00,4.00,9.45,1.45
58.00,Female,Education,7.13,Instagram,45.00,6.31,2.77,2.29,7.00,6.61,1.46,10.00,FALSE,FALSE,0.00,31.00,0.00,1.17
23.00,Female,Unemployed,2.54,Twitter,50.00,7.09,3.24,3.12,3.00,7.69,0.59,1.00,TRUE,FALSE,2.00,9.00,4.57,2.92
54.00,Female,Health,1.86,Instagram,63.00,4.42,2.41,3.18,9.00,8.30,0.83,6.00,TRUE,FALSE,1.00,7.00,6.75,2.75
30.00,Female,Health,3.97,Telegram,65.00,5.10,6.30,6.17,10.00,5.68,0.56,7.00,TRUE,FALSE,4.00,8.00,9.32,5.91
40.00,Male,Unemployed,5.26,Telegram,48.00,5.21,6.75,6.15,6.00,7.52,1.74,3.00,FALSE,FALSE,3.00,16.00,15.11,5.95
38.00,Male,Unemployed,5.91,TikTok,54.00,8.82,3.89,3.76,8.00,8.26,0.00,4.00,TRUE,TRUE,3.00,16.00,5.72,3.83
51.00,Female,IT,3.96,TikTok,69.00,9.26,6.57,5.86,4.00,5.16,1.17,6.00,FALSE,TRUE,2.00,29.00,1.99,7.20
34.00,Female,IT,5.10,Telegram,56.00,7.88,2.41,1.31,4.00,6.14,0.00,1.00,TRUE,FALSE,2.00,5.00,0.00,0.15
27.00,Male,Student,2.47,TikTok,52.00,3.67,4.52,4.06,2.00,6.13,0.00,1.00,FALSE,FALSE,1.00,8.00,9.25,3.77
61.00,Female,Health,3.58,Twitter,74.00,10.30,2.13,1.65,10.00,7.27,1.53,4.00,FALSE,FALSE,2.00,20.00,17.28,3.04
52.00,Female,Unemployed,2.14,Instagram,59.00,3.45,7.35,6.78,3.00,7.80,,6.00,TRUE,FALSE,3.00,22.00,11.52,7.53
31.00,Male,IT,3.66,Twitter,62.00,5.52,6.35,4.60,9.00,5.57,0.91,3.00,FALSE,TRUE,2.00,31.00,1.64,5.03
64.00,Male,Education,0.00,Facebook,62.00,6.46,5.83,4.78,1.00,8.78,0.28,6.00,FALSE,FALSE,3.00,5.00,7.90,3.15
19.00,Male,Health,0.66,Instagram,72.00,5.10,3.77,3.73,10.00,5.39,1.71,8.00,TRUE,FALSE,2.00,1.00,16.60,5.01
36.00,Female,Education,0.00,Telegram,52.00,7.41,5.99,5.11,6.00,5.50,,5.00,TRUE,FALSE,0.00,18.00,8.04,4.77
33.00,Female,Education,2.71,Telegram,64.00,9.02,7.61,6.37,9.00,3.46,1.44,9.00,FALSE,FALSE,2.00,1.00,10.68,5.22
60.00,Female,IT,1.87,Twitter,61.00,7.14,6.27,6.00,4.00,7.63,0.74,4.00,FALSE,TRUE,0.00,27.00,12.42,4.86
61.00,Female,Unemployed,3.73,Facebook,56.00,6.14,5.45,4.88,9.00,8.63,0.79,6.00,TRUE,FALSE,5.00,12.00,21.39,6.74
42.00,Female,Unemployed,3.86,Instagram,61.00,6.74,2.06,1.92,5.00,6.71,0.75,8.00,FALSE,FALSE,1.00,21.00,9.88,1.21
18.00,Male,Finance,5.56,Twitter,56.00,8.05,8.96,7.64,3.00,5.73,1.41,6.00,FALSE,FALSE,1.00,13.00,9.88,
19.00,Female,Health,1.52,Twitter,45.00,3.43,3.67,3.20,8.00,4.09,0.82,3.00,TRUE,FALSE,0.00,5.00,0.00,3.51
44.00,Male,Health,2.45,Facebook,57.00,8.19,4.01,4.24,10.00,8.98,0.00,0.00,TRUE,FALSE,3.00,28.00,7.86,5.44
19.00,Male,Finance,3.75,Telegram,70.00,6.31,3.09,2.51,7.00,7.15,0.62,4.00,TRUE,TRUE,4.00,17.00,4.26,0.47
47.00,Female,Unemployed,3.50,Twitter,56.00,6.74,6.88,6.11,8.00,8.38,1.98,9.00,FALSE,TRUE,2.00,1.00,16.21,5.16
36.00,Male,Student,2.86,Twitter,61.00,6.78,8.74,7.40,7.00,5.51,1.51,7.00,FALSE,FALSE,1.00,15.00,16.82,
59.00,Male,Student,0.17,Facebook,55.00,11.36,8.88,7.97,1.00,4.31,1.14,4.00,TRUE,FALSE,2.00,1.00,19.12,7.70
30.00,Female,Education,0.00,TikTok,38.00,7.65,2.41,1.74,2.00,4.66,2.14,1.00,FALSE,FALSE,3.00,1.00,22.78,3.35
65.00,Male,Student,3.93,Twitter,53.00,8.10,5.48,4.47,4.00,8.43,1.42,10.00,TRUE,FALSE,3.00,16.00,20.48,3.81
48.00,Male,IT,4.43,Twitter,75.00,3.95,4.95,3.59,2.00,6.73,2.08,1.00,TRUE,FALSE,2.00,6.00,6.72,3.87
42.00,Female,IT,1.77,Facebook,48.00,8.37,3.89,2.91,6.00,7.11,1.77,9.00,FALSE,FALSE,2.00,10.00,13.19,3.99
56.00,Male,Student,0.00,Twitter,65.00,4.15,4.89,4.44,1.00,7.00,0.00,6.00,TRUE,FALSE,1.00,19.00,22.01,4.64
38.00,Female,Student,3.83,TikTok,61.00,9.72,8.49,7.37,10.00,5.59,2.21,2.00,TRUE,FALSE,1.00,3.00,17.94,8.02
58.00,Female,Student,4.72,Telegram,57.00,6.66,8.13,8.36,2.00,4.83,0.45,1.00,FALSE,TRUE,3.00,5.00,7.88,8.22
46.00,Male,Education,0.28,Twitter,65.00,9.47,2.42,2.56,1.00,6.70,1.27,2.00,FALSE,TRUE,1.00,16.00,7.44,
35.00,Male,Student,2.36,Facebook,58.00,5.90,8.61,7.24,4.00,8.44,0.73,2.00,TRUE,TRUE,0.00,26.00,4.32,5.16
44.00,Male,Unemployed,0.00,Telegram,58.00,5.03,7.36,6.27,3.00,6.98,2.17,0.00,FALSE,FALSE,1.00,3.00,4.27,6.75
22.00,Female,Health,3.45,Instagram,66.00,5.32,4.95,4.67,8.00,6.17,,6.00,FALSE,FALSE,2.00,0.00,12.78,4.16
